The Da Vinci Code,(2006),PG-13,149 min,$217.54M,Ron Howard,Tom Hanks,Audrey Tautou,Jean Reno,Ian McKellen
300,(2006),R,117 min,$210.59M,Zack Snyder,Gerard Butler,Lena Headey,David Wenham,Dominic West
Superman Returns,(2006),PG-13,154 min,$200.07M,Bryan Singer,Brandon Routh,Kevin Spacey,Kate Bosworth,James Marsden
Happy Feet,(2006),PG,108 min,$197.99M,George Miller,Warren Coleman,Judy Morris,Elijah Wood,Brittany Murphy,Hugh Jackman,Robin Williams
Ice Age: The Meltdown,(2006),PG,91 min,$195.33M,Carlos Saldanha,Ray Romano,John Leguizamo,Denis Leary,Seann William Scott
Casino Royale,(2006),PG-13,144 min,$167.01M,Martin Campbell,Daniel Craig,Eva Green,Judi Dench,Jeffrey Wright
The Pursuit of Happyness,(2006),PG-13,117 min,$162.59M,Gabriele Muccino,Will Smith,Thandie Newton,Jaden Smith,Brian Howe
Over the Hedge,(2006),PG,83 min,$155.02M,Tim Johnson,Karey Kirkpatrick,Bruce Willis,Garry Shandling,Steve Carell,Wanda Sykes
Talladega Nights: The Ballad of Ricky Bobby,(2006),PG-13,108 min,$148.21M,Adam McKay,Will Ferrell,John C. Reilly,Sacha Baron Cohen,Gary Cole
Click,(2006),PG-13,107 min,$137.34M,Frank Coraci,Adam Sandler,Kate Beckinsale,Christopher Walken,David Hasselhoff
Mission: Impossible III,(2006),PG-13,126 min,$133.38M,J.J. Abrams,Tom Cruise,Michelle Monaghan,Ving Rhames,Philip Seymour Hoffman
The Departed,(2006),R,151 min,$132.37M,Martin Scorsese,Leonardo DiCaprio,Matt Damon,Jack Nicholson,Mark Wahlberg
Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan,(2006),R,84 min,$128.51M,Larry Charles,Sacha Baron Cohen,Ken Davitian,Luenell,Chester
The Devil Wears Prada,(2006),PG-13,109 min,$124.73M,David Frankel,Anne Hathaway,Meryl Streep,Adrian Grenier,Emily Blunt
The Break-Up,(2006),PG-13,106 min,$118.68M,Peyton Reed,Jennifer Aniston,Vince Vaughn,Jon Favreau,Joey Lauren Adams
Dreamgirls,(2006),PG-13,130 min,$103.34M,Bill Condon,Beyoncé Knowles,Jamie Foxx,Eddie Murphy,Danny Glover
Scary Movie 4,(2006),PG-13,83 min,$90.70M,David Zucker,Anna Faris,Regina Hall,Craig Bierko,Bill Pullman
Failure to Launch,(2006),PG-13,97 min,$88.66M,Tom Dey,Matthew McConaughey,Sarah Jessica Parker,Kathy Bates,Terry Bradshaw
Inside Man,(2006),R,129 min,$88.50M,Spike Lee,Denzel Washington,Clive Owen,Jodie Foster,Christopher Plummer
The Santa Clause 3: The Escape Clause,(2006),G,97 min,$84.50M,Michael Lembeck,Tim Allen,Martin Short,Elizabeth Mitchell,Eric Lloyd
Open Season,(2006),PG,86 min,$84.30M,Roger Allers,Jill Culton,Anthony Stacchi,Ashton Kutcher,Martin Lawrence,Debra Messing,Gary Sinise
Charlotte's Web,(2006),G,97 min,$82.51M,Gary Winick,Dakota Fanning,Julia Roberts,Oprah Winfrey,Steve Buscemi
The Pink Panther,(2006),PG,93 min,$82.23M,Shawn Levy,Steve Martin,Kevin Kline,Jean Reno,Emily Mortimer
Eight Below,(2006),PG,120 min,$81.59M,Frank Marshall,Paul Walker,Jason Biggs,Bruce Greenwood,Moon Bloodgood
Nacho Libre,(2006),PG,92 min,$80.20M,Jared Hess,Jack Black,Ana de la Reguera,Héctor Jiménez,Darius Rose
Saw III,(2006),R,108 min,$80.15M,Darren Lynn Bousman,Tobin Bell,Shawnee Smith,Angus Macfadyen,Bahar Soomekh
"You, Me and Dupree",(2006),PG-13,110 min,$75.60M,Anthony Russo,Joe Russo,Kate Hudson,Owen Wilson,Matt Dillon,Michael Douglas
Eragon,(2006),PG,104 min,$75.03M,Stefen Fangmeier,Ed Speleers,Sienna Guillory,Jeremy Irons,John Malkovich
Monster House,(2006),PG,91 min,$73.66M,Gil Kenan,Mitchel Musso,Sam Lerner,Spencer Locke,Ryan Newman
Barnyard,(2006),PG,90 min,$72.60M,Steve Oedekerk,Kevin James,Courteney Cox,Danny Glover,Sam Elliott
RV,(2006),PG,99 min,$71.40M,Barry Sonnenfeld,Robin Williams,Cheryl Hines,Kristin Chenoweth,Joanna 'JoJo' Levesque
Rocky Balboa,(2006),PG,102 min,$70.27M,Sylvester Stallone,Sylvester Stallone,Antonio Tarver,Milo Ventimiglia,Burt Young
World Trade Center,(2006),PG-13,129 min,$70.24M,Oliver Stone,Nicolas Cage,Michael Peña,Maria Bello,Maggie Gyllenhaal
Big Momma's House 2,(2006),PG-13,99 min,$70.16M,John Whitesell,Martin Lawrence,Emily Procter,Nia Long,Zachary Levi
Step Up,(2006),PG-13,104 min,$65.27M,Anne Fletcher,Channing Tatum,Jenna Dewan Tatum,Damaine Radcliff,De'Shawn Washington
Flushed Away,(2006),PG,85 min,$64.46M,David Bowers,Sam Fell,Hugh Jackman,Kate Winslet,Ian McKellen,Jean Reno
Deja Vu,(2006),PG-13,126 min,$64.03M,Tony Scott,Denzel Washington,Paula Patton,Jim Caviezel,Val Kilmer
Unknown,(2006),Not Rated,85 min,$63.68M,Simon Brand,Jim Caviezel,Greg Kinnear,Bridget Moynahan,Joe Pantoliano
Miami Vice,(2006),R,134 min,$63.44M,Michael Mann,Colin Farrell,Jamie Foxx,Li Gong,Naomie Harris
Madea's Family Reunion,(2006),PG-13,107 min,$63.23M,Tyler Perry,Tyler Perry,Blair Underwood,Lynn Whitfield,Boris Kodjoe
The Holiday,(2006),PG-13,138 min,$63.22M,Nancy Meyers,Kate Winslet,Cameron Diaz,Jude Law,Jack Black
The Fast and the Furious: Tokyo Drift,(2006),PG-13,104 min,$62.49M,Justin Lin,Lucas Black,Zachery Ty Bryan,Shad Moss,Damien Marzette
Underworld: Evolution,(2006),R,106 min,$62.32M,Len Wiseman,Kate Beckinsale,Scott Speedman,Bill Nighy,Tony Curran
The Shaggy Dog,(2006),PG,98 min,$61.11M,Brian Robbins,Tim Allen,Kristin Davis,Craig Kilborn,Zena Grey
Poseidon,(2006),PG-13,98 min,$60.66M,Wolfgang Petersen,Richard Dreyfuss,Kurt Russell,Emmy Rossum,Josh Lucas
The Good Shepherd,(2006),R,167 min,$59.90M,Robert De Niro,Matt Damon,Angelina Jolie,Robert De Niro,Alec Baldwin
Spider-Man 3,(2007),PG-13,139 min,$336.53M,Sam Raimi,Tobey Maguire,Kirsten Dunst,Topher Grace,Thomas Haden Church
Shrek the Third,(2007),PG,93 min,$320.71M,Chris Miller,Raman Hui,Mike Myers,Cameron Diaz,Eddie Murphy,Antonio Banderas
Transformers,(2007),PG-13,144 min,$318.76M,Michael Bay,Shia LaBeouf,Megan Fox,Josh Duhamel,Tyrese Gibson
Pirates of the Caribbean: At World's End,(2007),PG-13,169 min,$309.40M,Gore Verbinski,Johnny Depp,Orlando Bloom,Keira Knightley,Geoffrey Rush
Harry Potter and the Order of the Phoenix,(2007),PG-13,138 min,$292.00M,David Yates,Daniel Radcliffe,Emma Watson,Rupert Grint,Brendan Gleeson
I Am Legend,(2007),PG-13,101 min,$256.39M,Francis Lawrence,Will Smith,Alice Braga,Charlie Tahan,Salli Richardson-Whitfield
The Bourne Ultimatum,(2007),PG-13,115 min,$227.14M,Paul Greengrass,Matt Damon,Edgar Ramírez,Joan Allen,Julia Stiles
National Treasure: Book of Secrets,(2007),PG,124 min,$219.96M,Jon Turteltaub,Nicolas Cage,Diane Kruger,Justin Bartha,Jon Voight
Alvin and the Chipmunks,(2007),PG,92 min,$217.33M,Tim Hill,Jason Lee,David Cross,Cameron Richardson,Jane Lynch
Ratatouille,(2007),G,111 min,$206.44M,Brad Bird,Jan Pinkava,Brad Garrett,Lou Romano,Patton Oswalt,Ian Holm
The Simpsons Movie,(2007),PG-13,87 min,$183.13M,David Silverman,Dan Castellaneta,Julie Kavner,Nancy Cartwright,Yeardley Smith
Wild Hogs,(2007),PG-13,100 min,$168.21M,Walt Becker,Tim Allen,Martin Lawrence,John Travolta,William H. Macy
Knocked Up,(2007),R,129 min,$148.73M,Judd Apatow,Seth Rogen,Katherine Heigl,Paul Rudd,Leslie Mann
Juno,(2007),PG-13,96 min,$143.49M,Jason Reitman,Ellen Page,Michael Cera,Jennifer Garner,Jason Bateman
Rush Hour 3,(2007),PG-13,91 min,$140.08M,Brett Ratner,Jackie Chan,Chris Tucker,Max von Sydow,Hiroyuki Sanada
Live Free or Die Hard,(2007),PG-13,128 min,$134.52M,Len Wiseman,Bruce Willis,Justin Long,Timothy Olyphant,Maggie Q
Fantastic Four: Rise of the Silver Surfer,(2007),PG,92 min,$131.92M,Tim Story,Ioan Gruffudd,Jessica Alba,Chris Evans,Michael Chiklis
American Gangster,(2007),R,157 min,$130.13M,Ridley Scott,Denzel Washington,Russell Crowe,Chiwetel Ejiofor,Josh Brolin
Enchanted,(2007),PG,107 min,$127.71M,Kevin Lima,Amy Adams,Susan Sarandon,James Marsden,Patrick Dempsey
Bee Movie,(2007),PG,91 min,$126.60M,Simon J. Smith,Steve Hickner,Jerry Seinfeld,Renée Zellweger,Matthew Broderick,Patrick Warburton
Superbad,(2007),R,113 min,$121.46M,Greg Mottola,Michael Cera,Jonah Hill,Christopher Mintz-Plasse,Bill Hader
I Now Pronounce You Chuck & Larry,(2007),PG-13,115 min,$119.68M,Dennis Dugan,Adam Sandler,Kevin James,Jessica Biel,Dan Aykroyd
Hairspray,(2007),PG,117 min,$118.82M,Adam Shankman,John Travolta,Queen Latifah,Nikki Blonsky,Michelle Pfeiffer
Blades of Glory,(2007),PG-13,93 min,$118.15M,Josh Gordon,Will Speck,Will Ferrell,Jon Heder,Amy Poehler,Will Arnett
Ocean's Thirteen,(2007),PG-13,122 min,$117.14M,Steven Soderbergh,George Clooney,Brad Pitt,Matt Damon,Michael Mantell
Ghost Rider,(2007),PG-13,114 min,$115.80M,Mark Steven Johnson,Nicolas Cage,Eva Mendes,Sam Elliott,Matt Long
Paranormal Activity,(2007),R,86 min,$107.92M,Oren Peli,Katie Featherston,Micah Sloat,Mark Fredrichs,Amber Armstrong
Evan Almighty,(2007),PG,96 min,$100.29M,Tom Shadyac,Steve Carell,Morgan Freeman,Lauren Graham,Johnny Simmons
Meet the Robinsons,(2007),G,95 min,$97.82M,Stephen J. Anderson,Daniel Hansen,Wesley Singerman,Angela Bassett,Jordan Fry
Norbit,(2007),PG-13,102 min,$95.32M,Brian Robbins,Eddie Murphy,Thandie Newton,Terry Crews,Clifton Powell
The Bucket List,(2007),PG-13,97 min,$93.45M,Rob Reiner,Jack Nicholson,Morgan Freeman,Sean Hayes,Beverly Todd
The Game Plan,(2007),PG,110 min,$90.64M,Andy Fickman,Dwayne Johnson,Kyra Sedgwick,Madison Pettis,Roselyn Sanchez
Bridge to Terabithia,(2007),PG,96 min,$82.23M,Gabor Csupo,Josh Hutcherson,AnnaSophia Robb,Zooey Deschanel,Robert Patrick
Beowulf,(2007),PG-13,115 min,$82.16M,Robert Zemeckis,Ray Winstone,Crispin Glover,Angelina Jolie,Robin Wright
Disturbia,(2007),PG-13,105 min,$80.05M,D.J. Caruso,Shia LaBeouf,David Morse,Carrie-Anne Moss,Sarah Roemer
No Country for Old Men,(2007),R,122 min,$74.27M,Ethan Coen,Joel Coen,Tommy Lee Jones,Javier Bardem,Josh Brolin,Woody Harrelson
Fred Claus,(2007),PG,116 min,$72.00M,David Dobkin,Vince Vaughn,Paul Giamatti,Elizabeth Banks,John Michael Higgins
1408,(2007),PG-13,104 min,$71.98M,Mikael Håfström,John Cusack,Samuel L. Jackson,Mary McCormack,Paul Birchard
The Golden Compass,(2007),PG-13,113 min,$70.08M,Chris Weitz,Nicole Kidman,Daniel Craig,Dakota Blue Richards,Ben Walker
Charlie Wilson's War,(2007),R,102 min,$66.64M,Mike Nichols,Tom Hanks,Julia Roberts,Philip Seymour Hoffman,Amy Adams
Saw IV,(2007),R,93 min,$63.27M,Darren Lynn Bousman,Tobin Bell,Scott Patterson,Costas Mandylor,Betsy Russell
Stomp the Yard,(2007),PG-13,109 min,$61.36M,Sylvain White,Columbus Short,Meagan Good,Ne-Yo,Darrin Dewitt Henson
Surf's Up,(2007),PG,85 min,$58.87M,Ash Brannon,Chris Buck,Shia LaBeouf,Zooey Deschanel,Jon Heder,Jeff Bridges
Halloween,(2007),R,109 min,$58.27M,Rob Zombie,Scout Taylor-Compton,Malcolm McDowell,Tyler Mane,Brad Dourif
Why Did I Get Married?,(2007),PG-13,113 min,$55.18M,Tyler Perry,Tyler Perry,Janet Jackson,Sharon Leal,Malik Yoba
TMNT,(2007),PG,87 min,$54.13M,Kevin Munroe,Patrick Stewart,Mako,Chris Evans,Sarah Michelle Gellar
P.S. I Love You,(2007),PG-13,126 min,$53.68M,Richard LaGravenese,Hilary Swank,Gerard Butler,Harry Connick Jr.,Lisa Kudrow
3:10 to Yuma,(2007),R,122 min,$53.57M,James Mangold,Russell Crowe,Christian Bale,Ben Foster,Logan Lerman
Sweeney Todd: The Demon Barber of Fleet Street,(2007),R,116 min,$52.88M,Tim Burton,Johnny Depp,Helena Bonham Carter,Alan Rickman,Timothy Spall
Atonement,(2007),R,123 min,$50.92M,Joe Wright,Keira Knightley,James McAvoy,Brenda Blethyn,Saoirse Ronan
The Dark Knight,(2008),PG-13,152 min,$533.32M,Christopher Nolan,Christian Bale,Heath Ledger,Aaron Eckhart,Michael Caine
Iron Man,(2008),PG-13,126 min,$318.30M,Jon Favreau,Robert Downey Jr.,Gwyneth Paltrow,Terrence Howard,Jeff Bridges
Indiana Jones and the Kingdom of the Crystal Skull,(2008),PG-13,122 min,$317.01M,Steven Spielberg,Harrison Ford,Cate Blanchett,Shia LaBeouf,Karen Allen
Hancock,(2008),PG-13,92 min,$227.95M,Peter Berg,Will Smith,Charlize Theron,Jason Bateman,Jae Head
WALL·E,(2008),G,98 min,$223.81M,Andrew Stanton,Ben Burtt,Elissa Knight,Jeff Garlin,Fred Willard
Kung Fu Panda,(2008),PG,92 min,$215.40M,Mark Osborne,John Stevenson,Jack Black,Ian McShane,Angelina Jolie,Dustin Hoffman
Twilight,(I) (2008),PG-13,122 min,$191.45M,Catherine Hardwicke,Kristen Stewart,Robert Pattinson,Billy Burke,Sarah Clarke
Madagascar: Escape 2 Africa,(2008),PG,89 min,$179.98M,Eric Darnell,Tom McGrath,Ben Stiller,Chris Rock,David Schwimmer,Jada Pinkett Smith
Quantum of Solace,(2008),PG-13,106 min,$168.37M,Marc Forster,Daniel Craig,Olga Kurylenko,Mathieu Amalric,Judi Dench
Horton Hears a Who!,(2008),G,86 min,$154.53M,Jimmy Hayward,Steve Martino,Jim Carrey,Steve Carell,Carol Burnett,Will Arnett
Sex and the City,(2008),R,145 min,$152.64M,Michael Patrick King,Sarah Jessica Parker,Kim Cattrall,Cynthia Nixon,Kristin Davis
Gran Torino,(2008),R,116 min,$148.09M,Clint Eastwood,Clint Eastwood,Bee Vang,Christopher Carley,Ahney Her
Taken,(I) (2008),PG-13,93 min,$145.00M,Pierre Morel,Liam Neeson,Maggie Grace,Famke Janssen,Leland Orser
Mamma Mia!,(2008),PG-13,108 min,$143.70M,Phyllida Lloyd,Meryl Streep,Pierce Brosnan,Amanda Seyfried,Stellan Skarsgård
Marley & Me,(2008),PG,115 min,$143.15M,David Frankel,Owen Wilson,Jennifer Aniston,Eric Dane,Kathleen Turner
The Chronicles of Narnia: Prince Caspian,(2008),PG,150 min,$141.61M,Andrew Adamson,Ben Barnes,Skandar Keynes,Georgie Henley,William Moseley
Slumdog Millionaire,(2008),R,120 min,$141.32M,Danny Boyle,Loveleen Tandan,Dev Patel,Freida Pinto,Saurabh Shukla,Anil Kapoor
Wanted,(2008),R,110 min,$134.57M,Timur Bekmambetov,Angelina Jolie,James McAvoy,Morgan Freeman,Terence Stamp
The Incredible Hulk,(2008),PG-13,112 min,$134.52M,Louis Leterrier,Edward Norton,Liv Tyler,Tim Roth,William Hurt
Get Smart,(2008),PG-13,110 min,$130.31M,Peter Segal,Steve Carell,Anne Hathaway,Alan Arkin,Dwayne Johnson
The Curious Case of Benjamin Button,(2008),PG-13,166 min,$127.49M,David Fincher,Brad Pitt,Cate Blanchett,Tilda Swinton,Julia Ormond
Four Christmases,(2008),PG-13,88 min,$120.14M,Seth Gordon,Reese Witherspoon,Vince Vaughn,Mary Steenburgen,Robert Duvall
Bolt,(2008),PG,96 min,$114.05M,Byron Howard,Chris Williams,John Travolta,Miley Cyrus,Susie Essman,Mark Walton
Tropic Thunder,(2008),R,107 min,$110.42M,Ben Stiller,Ben Stiller,Jack Black,Robert Downey Jr.,Jeff Kahn
Bedtime Stories,(2008),PG,99 min,$109.99M,Adam Shankman,Adam Sandler,Keri Russell,Courteney Cox,Guy Pearce
The Mummy: Tomb of the Dragon Emperor,(2008),PG-13,112 min,$102.18M,Rob Cohen,Brendan Fraser,Jet Li,Maria Bello,Michelle Yeoh
Journey to the Center of the Earth,(2008),PG,93 min,$101.70M,Eric Brevig,Brendan Fraser,Josh Hutcherson,Anita Briem,Seth Meyers
Eagle Eye,(2008),PG-13,118 min,$101.11M,D.J. Caruso,Shia LaBeouf,Michelle Monaghan,Rosario Dawson,Michael Chiklis
Step Brothers,(2008),R,98 min,$100.47M,Adam McKay,Will Ferrell,John C. Reilly,Mary Steenburgen,Richard Jenkins
You Don't Mess with the Zohan,(2008),PG-13,113 min,$100.02M,Dennis Dugan,Adam Sandler,John Turturro,Emmanuelle Chriqui,Nick Swardson
Yes Man,(2008),PG-13,104 min,$97.68M,Peyton Reed,Jim Carrey,Zooey Deschanel,Bradley Cooper,John Michael Higgins
"10,000 BC",(2008),PG-13,109 min,$94.77M,Roland Emmerich,Camilla Belle,Steven Strait,Marco Khan,Cliff Curtis
Beverly Hills Chihuahua,(2008),PG,91 min,$94.50M,Raja Gosnell,Drew Barrymore,George Lopez,Piper Perabo,Manolo Cardona
High School Musical 3: Senior Year,(2008),G,112 min,$90.56M,Kenny Ortega,Zac Efron,Vanessa Hudgens,Ashley Tisdale,Lucas Grabeel
Pineapple Express,(2008),R,111 min,$87.34M,David Gordon Green,Seth Rogen,James Franco,Gary Cole,Danny McBride
Valkyrie,(2008),PG-13,121 min,$83.08M,Bryan Singer,Tom Cruise,Bill Nighy,Carice van Houten,Kenneth Branagh
21,(2008),PG-13,123 min,$81.16M,Robert Luketic,Jim Sturgess,Kate Bosworth,Kevin Spacey,Aaron Yoo
What Happens in Vegas,(2008),PG-13,99 min,$80.28M,Tom Vaughan,Cameron Diaz,Ashton Kutcher,Rob Corddry,Lake Bell
Jumper,(2008),PG-13,88 min,$80.17M,Doug Liman,Hayden Christensen,Samuel L. Jackson,Jamie Bell,Rachel Bilson
Cloverfield,(2008),PG-13,85 min,$80.03M,Matt Reeves,Mike Vogel,Jessica Lucas,Lizzy Caplan,T.J. Miller
The Day the Earth Stood Still,(2008),PG-13,104 min,$79.36M,Scott Derrickson,Keanu Reeves,Jennifer Connelly,Kathy Bates,Jaden Smith
27 Dresses,(2008),PG-13,111 min,$76.81M,Anne Fletcher,Katherine Heigl,James Marsden,Malin Akerman,Brian Kerwin
Hellboy II: The Golden Army,(2008),PG-13,120 min,$75.75M,Guillermo del Toro,Ron Perlman,Selma Blair,Doug Jones,John Alexander
Vantage Point,(2008),PG-13,90 min,$72.27M,Pete Travis,Dennis Quaid,Forest Whitaker,Matthew Fox,Bruce McGill
The Spiderwick Chronicles,(2008),PG,96 min,$71.15M,Mark Waters,Freddie Highmore,Sarah Bolger,David Strathairn,Mary-Louise Parker
Fool's Gold,(I) (2008),PG-13,112 min,$70.22M,Andy Tennant,Matthew McConaughey,Kate Hudson,Donald Sutherland,Alexis Dziena
Seven Pounds,(2008),PG-13,123 min,$69.95M,Gabriele Muccino,Will Smith,Rosario Dawson,Woody Harrelson,Michael Ealy
Role Models,(2008),R,99 min,$67.27M,David Wain,Paul Rudd,Seann William Scott,Elizabeth Banks,Christopher Mintz-Plasse
The Happening,(2008),R,91 min,$64.51M,M. Night Shyamalan,Mark Wahlberg,Zooey Deschanel,John Leguizamo,Ashlyn Sanchez
Forgetting Sarah Marshall,(2008),R,111 min,$62.88M,Nicholas Stoller,Kristen Bell,Jason Segel,Paul Rudd,Mila Kunis
Avatar,(2009),PG-13,162 min,$760.51M,James Cameron,Sam Worthington,Zoe Saldana,Sigourney Weaver,Michelle Rodriguez
Transformers: Revenge of the Fallen,(2009),PG-13,150 min,$402.08M,Michael Bay,Shia LaBeouf,Megan Fox,Josh Duhamel,Tyrese Gibson
Harry Potter and the Half-Blood Prince,(2009),PG,153 min,$301.96M,David Yates,Daniel Radcliffe,Emma Watson,Rupert Grint,Michael Gambon
The Twilight Saga: New Moon,(2009),PG-13,130 min,$296.62M,Chris Weitz,Kristen Stewart,Robert Pattinson,Taylor Lautner,Christina Jastrzembska
Up,(2009),PG,96 min,$292.98M,Pete Docter,Bob Peterson,Edward Asner,Jordan Nagai,John Ratzenberger,Christopher Plummer
The Hangover,(2009),R,100 min,$277.31M,Todd Phillips,Zach Galifianakis,Bradley Cooper,Justin Bartha,Ed Helms
Star Trek,(2009),PG-13,127 min,$257.70M,J.J. Abrams,Chris Pine,Zachary Quinto,Simon Pegg,Leonard Nimoy
The Blind Side,(2009),PG-13,129 min,$255.95M,John Lee Hancock,Quinton Aaron,Sandra Bullock,Tim McGraw,Jae Head
Alvin and the Chipmunks: The Squeakquel,(2009),PG,88 min,$219.61M,Betty Thomas,Jason Lee,Zachary Levi,David Cross,Justin Long
Sherlock Holmes,(2009),PG-13,128 min,$209.02M,Guy Ritchie,Robert Downey Jr.,Jude Law,Rachel McAdams,Mark Strong
Monsters vs. Aliens,(2009),PG,94 min,$198.33M,Rob Letterman,Conrad Vernon,Reese Witherspoon,Rainn Wilson,Stephen Colbert,Seth Rogen
Ice Age: Dawn of the Dinosaurs,(2009),PG,94 min,$196.57M,Carlos Saldanha,Mike Thurmeier,Ray Romano,John Leguizamo,Denis Leary,Eunice Cho
X-Men Origins: Wolverine,(2009),PG-13,107 min,$179.88M,Gavin Hood,Hugh Jackman,Liev Schreiber,Ryan Reynolds,Danny Huston
Night at the Museum: Battle of the Smithsonian,(2009),PG,105 min,$177.24M,Shawn Levy,Ben Stiller,Owen Wilson,Amy Adams,Hank Azaria
2012,(I) (2009),PG-13,158 min,$166.11M,Roland Emmerich,John Cusack,Thandie Newton,Chiwetel Ejiofor,Amanda Peet
The Proposal,(I) (2009),PG-13,108 min,$163.95M,Anne Fletcher,Sandra Bullock,Ryan Reynolds,Mary Steenburgen,Craig T. Nelson
Fast & Furious,(2009),PG-13,107 min,$155.02M,Justin Lin,Vin Diesel,Paul Walker,Michelle Rodriguez,Jordana Brewster
G.I. Joe: The Rise of Cobra,(2009),PG-13,118 min,$150.17M,Stephen Sommers,Dennis Quaid,Channing Tatum,Marlon Wayans,Adewale Akinnuoye-Agbaje
A Christmas Carol,(2009),PG,96 min,$137.85M,Robert Zemeckis,Jim Carrey,Gary Oldman,Colin Firth,Steve Valentine
Angels & Demons,(2009),PG-13,138 min,$133.38M,Ron Howard,Tom Hanks,Ewan McGregor,Ayelet Zurer,Stellan Skarsgård
Terminator Salvation,(2009),PG-13,115 min,$125.32M,McG,Christian Bale,Sam Worthington,Anton Yelchin,Moon Bloodgood
Cloudy with a Chance of Meatballs,(2009),PG,90 min,$124.87M,Phil Lord,Christopher Miller,Anna Faris,Bill Hader,Bruce Campbell,James Caan
Inglourious Basterds,(2009),R,153 min,$120.52M,Quentin Tarantino,Eli Roth,Brad Pitt,Diane Kruger,Eli Roth,Mélanie Laurent
G-Force,(2009),PG,88 min,$119.42M,Hoyt Yeatman,Will Arnett,Penélope Cruz,Zach Galifianakis,Bill Nighy
District 9,(2009),R,112 min,$115.65M,Neill Blomkamp,Sharlto Copley,David James,Jason Cope,Nathalie Boltt
It's Complicated,(2009),R,120 min,$112.70M,Nancy Meyers,Meryl Streep,Steve Martin,Alec Baldwin,John Krasinski
Couples Retreat,(2009),PG-13,113 min,$109.18M,Peter Billingsley,Vince Vaughn,Malin Akerman,Jon Favreau,Jason Bateman
Watchmen,(2009),R,162 min,$107.50M,Zack Snyder,Jackie Earle Haley,Patrick Wilson,Carla Gugino,Malin Akerman
The Princess and the Frog,(2009),G,97 min,$104.37M,Ron Clements,John Musker,Anika Noni Rose,Keith David,Oprah Winfrey,Bruno Campos
Public Enemies,(2009),R,140 min,$97.03M,Michael Mann,Christian Bale,Johnny Depp,Christian Stolte,Jason Clarke
Julie & Julia,(2009),PG-13,118 min,$94.13M,Nora Ephron,Amy Adams,Meryl Streep,Chris Messina,Stanley Tucci
He's Just Not That Into You,(2009),PG-13,129 min,$93.95M,Ken Kwapis,Jennifer Aniston,Jennifer Connelly,Morgan Lily,Trenton Rogers
Madea Goes to Jail,(2009),PG-13,103 min,$90.49M,Tyler Perry,Tyler Perry,Keshia Knight Pulliam,Derek Luke,David Mann
The Ugly Truth,(2009),R,96 min,$88.92M,Robert Luketic,Katherine Heigl,Gerard Butler,Bree Turner,Eric Winter
Up in the Air,(I) (2009),R,109 min,$83.81M,Jason Reitman,George Clooney,Vera Farmiga,Anna Kendrick,Jason Bateman
Knowing,(2009),PG-13,121 min,$79.95M,Alex Proyas,Nicolas Cage,Chandler Canterbury,Rose Byrne,Lara Robinson
Hannah Montana: The Movie,(2009),G,102 min,$79.57M,Peter Chelsom,Miley Cyrus,Emily Osment,Billy Ray Cyrus,Jason Earles
Where the Wild Things Are,(2009),PG,101 min,$77.22M,Spike Jonze,Max Records,Catherine O'Hara,Forest Whitaker,Pepita Emmerichs
Zombieland,(2009),R,88 min,$75.59M,Ruben Fleischer,Jesse Eisenberg,Emma Stone,Woody Harrelson,Abigail Breslin
Coraline,(2009),PG,100 min,$75.28M,Henry Selick,Dakota Fanning,Teri Hatcher,John Hodgman,Jennifer Saunders
Law Abiding Citizen,(2009),R,109 min,$73.34M,F. Gary Gray,Gerard Butler,Jamie Foxx,Leslie Bibb,Colm Meaney
Hotel for Dogs,(2009),PG,100 min,$73.02M,Thor Freudenthal,Emma Roberts,Jake T. Austin,Lisa Kudrow,Don Cheadle
"I Love You, Man",(2009),R,105 min,$71.35M,John Hamburg,Paul Rudd,Jason Segel,Rashida Jones,Sarah Burns
Obsessed,(2009),PG-13,108 min,$68.26M,Steve Shill,Beyoncé Knowles,Idris Elba,Ali Larter,Jerry O'Connell
Race to Witch Mountain,(2009),PG,98 min,$67.13M,Andy Fickman,Dwayne Johnson,Carla Gugino,AnnaSophia Robb,Alexander Ludwig
The Final Destination,(2009),R,82 min,$66.47M,David R. Ellis,Nick Zano,Krista Allen,Andrew Fiscella,Bobby Campo
The Taking of Pelham 123,(2009),R,106 min,$65.45M,Tony Scott,Denzel Washington,John Travolta,Luis Guzmán,Victor Gojcaj
Friday the 13th,(2009),R,97 min,$65.00M,Marcus Nispel,Jared Padalecki,Amanda Righetti,Derek Mears,Danielle Panabaker
17 Again,(2009),PG-13,102 min,$64.15M,Burr Steers,Zac Efron,Matthew Perry,Leslie Mann,Thomas Lennon
The Time Traveler's Wife,(2009),PG-13,107 min,$63.41M,Robert Schwentke,Eric Bana,Rachel McAdams,Ron Livingston,Michelle Nolden
Toy Story 3,(2010),G,103 min,$414.98M,Lee Unkrich,Tom Hanks,Tim Allen,Joan Cusack,Ned Beatty
Alice in Wonderland,(I) (2010),PG,108 min,$334.19M,Tim Burton,Mia Wasikowska,Johnny Depp,Helena Bonham Carter,Anne Hathaway
Iron Man 2,(2010),PG-13,124 min,$312.06M,Jon Favreau,Robert Downey Jr.,Mickey Rourke,Gwyneth Paltrow,Don Cheadle
